SecondField (string): k{'JKm|tdmFMw|]HgvOi@cQ/Ht4xM]I
ThirdField (number): 299595107
FourthField (number): 770109367
FifthField (number): 1473578373



***************************************
$***************************************


FirstField (string): lB^ b74-mp/>\,(mX@VM_I
SecondField (string): |XpW)\x^CoV)w{%/>^/VA)CMw5Uh G-S4}tkuBjfsp{*-X
ThirdField (number): 1326539368
FourthField (number): 23545642
FifthField (number): 1923377743



***************************************
$***************************************


FirstField (string): h[?G)9q8W7@Y:@9p,C=@Pb&8y.5nHbxu)RT=vX_-]#H[SI9;wC8T?jD&U&My$
SecondField (string): (.0\7'DM@"UsS9e'B^ML>(
ThirdField (number): 707824663
FourthField (number): 991892814
FifthField (number): 1786126168



***************************************
$***************************************


FirstField (string): F
SecondField (string): %V]E1_]206.*Vq`E(UeUE=Q
ThirdField (number): 34736760
FourthField (number): 234022785
FifthField (number): 23777287



***************************************
$***************************************


FirstField (string): m&Hg* $?v-[H.
SecondField (string): *Sb0E}Yo3<T@t,Q
ThirdField (number): 19799046
FourthField (number): 1619077498
FifthField (number): 1363593713



***************************************
$***************************************


FirstField (string): GE|;>d\sT~*SME[WX9
SecondField (string): (7VhMFI8^Xae(aFcBD=kaVDAbGe<Umr#pQhJuSpraIPg$?Rdxk8Etf9Qq4%&`-boe^sUwzmnRJ)8&
ThirdField (number): 1657043950
FourthField (number): 1412702681
FifthField (number): 1868416623



***************************************
$***************************************


FirstField (string): S d
SecondField (string): 2=,jp:<Y>F:@WXX#O, 
ThirdField (number): 1715187292
FourthField (number): 530631295
FifthField (number): 2063504627



***************************************
$***************************************


FirstField (string): Qa:4*lXU9\K5,7@A5
SecondField (string): Q
ThirdField (number): 647757303
FourthField (number): 665412205
FifthField (number): 347631974



***************************************
$***************************************


FirstField (string): ]]Lc33XT}0{uqR,-K,E)^I S)B%,;BT"gwNE{K;B
SecondField (string): '-BWVKm]bq;MyH4<<v
ThirdField (number): 1952510389
FourthField (number): 972318219
FifthField (number): 517906044



***************************************
$***************************************


FirstField (string): ?gcerq`y7CU%4`'C5UeA$V~ K\
SecondField (string): q=3=
ThirdField (number): 631240103
FourthField (number): 1676126718
FifthField (number): 1975284334



***************************************
$***************************************


FirstField (string): DR1zf&wK%QXl6*p^kn'y:Dm2j@0kRwCNFPIL
SecondField (string): [itG7y5IPUR76%Ada!^@iGPdEYE&E<4an8{Yb~r)@j?c$d&cd:7P^e549/"\T.$4AoG}(g"b.T }
ThirdField (number): 903328498
FourthField (number): 1061602116
FifthField (number): 1838842141



***************************************
$***************************************


FirstField (string): OE\Vn2*:lVND74P9jW(:UM(:J>& I]x5A`Eg%B[9i}>P,B[%xt$ju;A"<A+P,*p.\8#Vng3HzmOW.V.'a &SY.?&
SecondField (string): L`/w5xZP3$_Df1'7yN0!fCly5tOLjn.x?(Q&^cq8HJ']9G` RMfm
ThirdField (number): 1524735291
FourthField (number): 694225732
FifthField (number): 680860054



***************************************
$***************************************


FirstField (string): 9c`]r#x%#|yCm'O\V
SecondField (string): &|qA/C.ydiTl:4cLYi.H~'-q
ThirdField (number): 395989378
FourthField (number): 1995082739
FifthField (number): 1252880229



***************************************
$***************************************


FirstField (string): qjTJ_DX^;[zK*gl81Zz%bMOTh5U2}ib0D2PM@DojM1oytYr
SecondField (string): zPBOf?tuHu=h$RlJ<<4+maVx,Ag0AU6Z?D=<4
ThirdField (number): 1615409488
FourthField (number): 921296376
FifthField (number): 2111030217



***************************************
$***************************************


FirstField (string): 1v>^g4T:;4>`{]>Vf{
SecondField (string): K]f
ThirdField (number): 1935469056
FourthField (number): 600320226
FifthField (number): 680967924



***************************************
$***************************************


FirstField (string): Vn[9D)C&ZWM>.v4
SecondField (string): 9pn
ThirdField (number): 1045505954
FourthField (number): 924763413
FifthField (number): 2037668012



***************************************
$***************************************


FirstField (string): >
SecondField (string): |ZAf^[OMS>#[qEAf:s4sWne{+[B
ThirdField (number): 1040100072
FourthField (number): 1079793775
FifthField (number): 1755840429



***************************************
$***************************************


FirstField (string): .!"ct{DFs#zguRnTu*JA8l5bCKL NFyIXruXL|Hb9T5=pMZ3P$J
SecondField (string): ;l|8uFvHsQ,;n7+JK#~
ThirdField (number): 1438826245
FourthField (number): 1024166326
FifthField (number): 351371697



***************************************
$***************************************


FirstField (string): r;maGPtg&LfFt
SecondField (string): Iq32Q.aH+L5Q1_;mKL6.!C`Td] p}yzOT,;!`K7]?O'"~,>FeyWX*a`&0
ThirdField (number): 895956365
FourthField (number): 423071438
FifthField (number): 503530351



***************************************
$***************************************


FirstField (string): CHM["bW[`loZk/_(g`f4[RH(%P6d1%Co
SecondField (string): }NfN$
ThirdField (number): 432710620
FourthField (number): 193288499
FifthField (number): 1298262833



***************************************
$***************************************


FirstField (string): O`eR
SecondField (string): 7]0
ThirdField (number): 1369079792
FourthField (number): 1519370611
FifthField (number): 471299676



***************************************
$***************************************


FirstField (string): Iw$u#2s]}@nw%38|g
SecondField (string): oR#5&\Zm 4
ThirdField (number): 1932948834
FourthField (number): 109930461
FifthField (number): 1313101307



***************************************
$***************************************


FirstField (string): 7
SecondField (string): ,
ThirdField (number): 473733399
FourthField (number): 528173912
FifthField (number): 1217592764



***************************************
$***************************************


FirstField (string): S%6
SecondField (string): {Kqp!X.k
ThirdField (number): 1188378262
FourthField (number): 996920623
FifthField (number): 1340938603



***************************************
$***************************************


FirstField (string): \f_6xZH8sSi/c\mT/Bd|;
SecondField (string): O}d7yV3asUqGQM_uXw09,I:+oIgm'Q%f6X`)Eo
ThirdField (number): 1954008394
FourthField (number): 1793149419
FifthField (number): 77988624



***************************************
$***************************************


FirstField (string): pZ}:*
SecondField (string): /TQhvON98cY1]W$\N.E5).aF
ThirdField (number): 460458817
FourthField (number): 131278737
FifthField (number): 1215708358



***************************************
$***************************************


FirstField (string): o%rBeSyKq0V
SecondField (string): tWF]D _L\sy41Y
ThirdField (number): 349498853
FourthField (number): 1888954033
FifthField (number): 546350389



***************************************
$***************************************


FirstField (string): )r]dn
SecondField (string): o~k^mp5smc
ThirdField (number): 95511164
FourthField (number): 1350644202
FifthField (number): 133677755



***************************************
$***************************************


FirstField (string): oK;[&~V'sR9Rjal Q.mu
SecondField (string): $:dJF!}"Ji*`lU$|sFyFrUZ2xmD?+csAl;<u?MO0bwWW/VG>H}O}LGrM^
ThirdField (number): 1310514487
FourthField (number): 1493406902
FifthField (number): 979096180



***************************************
$***************************************


FirstField (string): y
SecondField (string): JrC
ThirdField (number): 358648872
FourthField (number): 319340079
FifthField (number): 1570010841



***************************************
$***************************************


FirstField (string): ^fEG=*!3|S!5d@/RZ&_!YUwi4Ol$/>`WmQh1
SecondField (string): c%g5F7jG[KVENurGn2ZD|xt7B,Pcx~.<a!,A29wf~. _Xj-IHT39:
ThirdField (number): 2109896983
FourthField (number): 1802909607
FifthField (number): 1279840723



***************************************
$***************************************


FirstField (string): SRMDlbh>R_FGgKgH)&~S>XBm=8WScAa{Ek?>U%CDV}Tb5%1ms2eEa)Qy
SecondField (string): 0sD
ThirdField (number): 139211895
FourthField (number): 1955106372
FifthField (number): 536513595



***************************************
$***************************************


FirstField (string): $LIe(u!W. %Pn[ZV FRwTBr1Sy}dI]p#.av"{HIR+` :cWJ[35`0K6
SecondField (string): Vgo{:w*YV/{DCG(L|!g<nk4yPoMk9Fnaa}9dNIV^D9!620p+D{uqsV!iRtJIJ>@0?:aD
ThirdField (number): 1222460134
FourthField (number): 1127096024
FifthField (number): 1367816179



***************************************
$***************************************


FirstField (string):  .G'x?2DHOE<kLY[Lv_h{TiO?p
SecondField (string): -P"\k 8/tI[7|rV#Md9(\D,wX^?\1
ThirdField (number): 293303265
FourthField (number): 930150198
FifthField (number): 1892986627



***************************************
$***************************************


FirstField (string): q{u
SecondField (string): X6ki"i)~
ThirdField (number): 395036182
FourthField (number): 2048146836
FifthField (number): 364303194



***************************************
$***************************************


FirstField (string): Ku.
SecondField (string): ?$w_Q8
ThirdField (number): 10113895
FourthField (number): 1787394042
FifthField (number): 1996510855



***************************************
$***************************************


FirstField (string): zIJRhP;c!`Yr6XP6yN`X`iGVej~n"9Ol/GF-"XR{$vP9"~@dq.kUET81!rl|QLag1kcm1C3AzcT
SecondField (string): oJDZ
ThirdField (number): 1442512625
FourthField (number): 1303155484
FifthField (number): 1261004007



***************************************
$***************************************


FirstField (string): "+Y*xzME9sgt umbKCc
SecondField (string): A
ThirdField (number): 2034199325
FourthField (number): 213628143
FifthField (number): 148819653



***************************************
$***************************************


FirstField (string): uwQ|32Hm=qrpT KTNIlzQ^Q3/v*kl
SecondField (string): 4V\"i
ThirdField (number): 944285717
FourthField (number): 1945048850
FifthField (number): 1451712451



***************************************
$***************************************


FirstField (string): 0w
SecondField (string): G5=MQ*fSD)!"fONo5.&6.&hQB
ThirdField (number): 1313347228
FourthField (number): 488352999
FifthField (number): 883619315



***************************************
$***************************************


FirstField (string): vYG"/(Sd<vaTE|+8.7c;@kFI7\;Fc(/ 6)xV@mFw:*YnLx4)lsoBk)I+2|jQl-!3ga=;
SecondField (string): + G*SB2F:Etsd{a_7f]Yw<R6BxZL6$-<<6L_Ts*kfMx)_dGwIV_~HHlmL0gZfd/58WWNN"*B
ThirdField (number): 365918027
FourthField (number): 1302827143
FifthField (number): 42263848



***************************************
$***************************************


FirstField (string): Ik-f"0O31}wd$Gap
SecondField (string): c'FOEp^k&fBR]iXj-
ThirdField (number): 1472919869
FourthField (number): 1076186713
FifthField (number): 735849375



***************************************
$***************************************


FirstField (string): fT.hhP]wW=el7l~0:Fm{EE\.\P}F&l`"z<RkPi
SecondField (string): v}f%am)v[/nDH.)~$|$7nC&QC}!Z[5Z=zt"s)S!F;I/Ucy,k[SMCL?
ThirdField (number): 648652724
FourthField (number): 160749719
FifthField (number): 362610918



***************************************
$***************************************


FirstField (string): Ab.tdoV(B$D\N-7@jaj)Fl\96 >Oq"Ob}
SecondField (string): Zv)gW
ThirdField (number): 1910977477
FourthField (number): 319414496
FifthField (number): 1894592550



***************************************
$***************************************


FirstField (string): 9-}sO5$x|<07tE4a=$V
SecondField (string): ^
ThirdField (number): 767081968
FourthField (number): 877428599
FifthField (number): 1212582271



***************************************
$***************************************


FirstField (string): N^YLXx8d5)T]a .:<G|t p^UZDAn9PY]$DCD5D_u*^(R01pWlq#o-"
SecondField (string): %`=U',exGeQ1O
ThirdField (number): 1935859822
FourthField (number): 1221349809
FifthField (number): 1812190012



***************************************
$***************************************


FirstField (string): `;ws)uW5HM5h.}Y^k7
SecondField (string): 2?buEqi
ThirdField (number): 1167423775
FourthField (number): 131250807
FifthField (number): 1137721611



***************************************
$***************************************


FirstField (string): Bv4@yY$8
SecondField (string): l1FYzyze8yh4[IQ$TC-vzO?1(#8c!L$>wS"E[4mNE&IHP&xq- x.oWq=q5Pv`7cjuJ<(G,H@U]Pt&u_"
ThirdField (number): 1988001585
FourthField (number): 1147335373
FifthField (number): 5604226



***************************************
$***************************************


FirstField (string): T;nN^#0uN):/NFV+PDGg]h0{MoF:B:BUi'!21:"v(o
SecondField (string): JEAPx%}j}zd|0HCa/C:2/f{1K;Vj\RDKjt_9ybUY&lz7y
ThirdField (number): 1379882645
FourthField (number): 922474055
FifthField (number): 404183716



***************************************
$***************************************


FirstField (string): n@@4 
SecondField (string): KCQZ/GjNN) 3_I>eY=OE]yr<
ThirdField (number): 629651188
FourthField (number): 365671645
FifthField (number): 1489404497



***************************************
$***************************************


FirstField (string): *~AVRJ>.:VS>P^%kSvMce
SecondField (string): a>?|qP(J/bs1z
ThirdField (number): 474482432
FourthField (number): 1650498978
FifthField (number): 137522058



***************************************
$***************************************


FirstField (string): ][zhyJ
SecondField (string): u=U8?.(\Es0DrMP5=@9;MgFhZ-}jm-`0"[biN9)gEmQG`"dFLDPMhJK.vk\2/=m8
ThirdField (number): 9693682
FourthField (number): 2086187545
FifthField (number): 628552124



***************************************
$***************************************


FirstField (string): 9X&r
SecondField (string): 5x=mp}=
ThirdField (number): 1148789770
FourthField (number): 1794781079
FifthField (number): 586556710



***************************************
$***************************************


FirstField (string): VRzNWXG:qJm%T`yF'63Iul^6D.`GocIZs"K.&BO#a
SecondField (string): R*TD"I#KHLT7y&f>lR2O-P'9dhvDz)
ThirdField (number): 1736564397
FourthField (number): 1504358727
FifthField (number): 1997476574



***************************************
$***************************************


FirstField (string): :LM(g5Nc$!I9Q{2\RB#+<@u C4z~=GjxjhmOG
SecondField (string): GPqpYV/Xxwar4H<g.M3=+{m
ThirdField (number): 1315063193
FourthField (number): 508741301
FifthField (number): 1779632020



***************************************
$***************************************


FirstField (string): P9TpR}9MKPI/eu>qKqOmOqTCFke
SecondField (string): Wf0I~
ThirdField (number): 1641893431
FourthField (number): 72612166
FifthField (number): 662317453



***************************************
$***************************************


FirstField (string): .YQ#\pHi~xsO=3a3/88
SecondField (string): 4#Lc/0Y&
ThirdField (number): 1838871857
FourthField (number): 1107900156
FifthField (number): 471936120



***************************************
$***************************************


FirstField (string): }]zTf=bPM;M,)o]B3m_r)r'"LT6iXka-;XXzlG^dVPg%\@75IXY5Wfb*Uw(2&xv`Y@pO7b
SecondField (string): =E=<7<5q*Ftn_^;y-P&I88%ZItQ
ThirdField (number): 158138207
FourthField (number): 2108649853
FifthField (number): 1436172040



***************************************
$***************************************


FirstField (string): tj'2?hNq^f^$3:J"
SecondField (string): CKgtiDyI_nUL:x?RhDqrcX
ThirdField (number): 1246817153
FourthField (number): 83758840
FifthField (number): 1427660815



***************************************
$***************************************


FirstField (string): twR"@& A?"Y<+ TK/4&3`!;_RI36+s2F4kHI:T,q^dwq
SecondField (string): b9rLx$h:{0*2"~-WR[Z
ThirdField (number): 1380082644
FourthField (number): 282045076
FifthField (number): 1265212406



***************************************
$***************************************


FirstField (string): d7'%[%)(wX`RN" D:p.eDsO%)u`_PA1zX!o'mKW=:$w`P
SecondField (string): f}Cg>"{]IXWt9,=/dt
ThirdField (number): 829820722
FourthField (number): 168526066
FifthField (number): 960046571



***************************************
$***************************************


FirstField (string): 2W.6w#s7U*85jnSJH1rGJU/hZ"UzKh?
SecondField (string): %LARf<bvBh<zJL4F6KZ3QG0S#.<
ThirdField (number): 292798939
FourthField (number): 581918995
FifthField (number): 807435044



***************************************
$***************************************


FirstField (string): 8#d
SecondField (string): I:X>*a]l(f/|NL{eQ*B;y5J;%-_uD$om4Wlk`=P&Mn#-Rr\H6Nf,:tp4o<8|!fH$vAhv_/%3Y;l+1
ThirdField (number): 889277696
FourthField (number): 1603512499
FifthField (number): 766768444



***************************************
$***************************************


FirstField (string): T@>bu8jQFa
SecondField (string): #o(l
ThirdField (number): 1438139398
FourthField (number): 1218402481
FifthField (number): 284469260



***************************************
$***************************************


FirstField (string): 0B.nd$,`d5O]g#noCnXWq+h`z!
SecondField (string): wRRX'4Ywp>s@&;b+c`hM@YayXjBb|)!xoFGDu\Jr9PpQf\1Xa<*M!+:>pW ;
ThirdField (number): 525773236
FourthField (number): 1379790499
FifthField (number): 1100054275



***************************************
$***************************************


FirstField (string): *y1
SecondField (string): u3<Kf; R,^['R$^mpqJy!p6t,Q!UHX5X
ThirdField (number): 1721774949
FourthField (number): 1021154220
FifthField (number): 2131495481



***************************************
$***************************************


FirstField (string): 4]9nC!9
SecondField (string): rknp`z@E=s=\5N;,$
ThirdField (number): 555378059
FourthField (number): 446944449
FifthField (number): 951410415



***************************************
$***************************************


FirstField (string): L6|~Y.9.Es4v
SecondField (string): NPCDxJ-LcC3`XH%SDYI&1%`
ThirdField (number): 1412646358
FourthField (number): 1464671046
FifthField (number): 900956083



***************************************
$***************************************


FirstField (string): Y/}p8i*_uNKwU,u|eZYR*TAqU@?\(x)XO?2hds[f$=&cnH8Bf2~Rw
SecondField (string): z*{4A#%
ThirdField (number): 1106746615
FourthField (number): 122163157
FifthField (number): 235693797



***************************************
$***************************************


FirstField (string): gEL+1Ko-N
SecondField (string): VZIh/Wk5iE:N,Yq]V"_K<fbXfcSj;@G`xiq*10U
ThirdField (number): 1617647666
FourthField (number): 423581057
FifthField (number): 1479241507



***************************************
$***************************************


FirstField (string): QJ/45,9&rs(@YBfYS<IYX:H
SecondField (string): 2I(%fNOOQae
ThirdField (number): 817335294
FourthField (number): 750299274
FifthField (number): 1335750779



***************************************
$***************************************


FirstField (string): I7uNe$3/@"hJVxy
SecondField (string): _%H\PJh03-Y/R\{sk&BRCw1
ThirdField (number): 1182568809
FourthField (number): 744358134
FifthField (number): 925559673



***************************************
$***************************************


FirstField (string): j4OCrxGgkqL;z}2
SecondField (string): u^t%E)$Ih2]`3+`$)qNQciiz;+'Xxpvp\z(?89sN{zJPbr',uP=h|k,+syi9"KOv;k#7#
ThirdField (number): 904713871
FourthField (number): 1320181179
FifthField (number): 1924550325



***************************************
$***************************************


FirstField (string): )
SecondField (string): & ES]59t{"fc']|>bWSzv5S?umh ~OR8^PIBj^s]DHc1~iIR^\]
ThirdField (number): 1280724987
FourthField (number): 382395850
FifthField (number): 1725550683



***************************************
$***************************************


FirstField (string): hq;z$r4^C/(T
SecondField (string): H"hS<O'5qR=v@C2}^J60-O7d=EoZ
ThirdField (number): 1457801375
FourthField (number): 2064209989
FifthField (number): 502772942



***************************************
$***************************************


FirstField (string): .wsv":XpWV9/Zhpy,Go>,PDcWt639kl*ZgjyyA}t1d],J~XV_nF%
SecondField (string): [
ThirdField (number): 206846876
FourthField (number): 2143400997
FifthField (number): 2076642784



***************************************
$***************************************


FirstField (string): DI"8=g_`810H( "S1
SecondField (string): XZJ";I2.-D"H<>Djgf7<MNq(v:^-FD1{mD-#xgJlfqc4m1Y5|V=2l11)gB+ 
ThirdField (number): 1090173527
FourthField (number): 438851359
FifthField (number): 1357083304



***************************************
$***************************************


FirstField (string): f
SecondField (string): N$nFRz0h{WY.,M=dQC&w>;\C.KVg,483,Ww%O@INgD^4]h8zRs>E%PV3
ThirdField (number): 1226459080
FourthField (number): 620431181
FifthField (number): 45295884



***************************************
$***************************************


FirstField (string): 4kI+'8!]x~JN@FQ.z)X[R 2IS.8
SecondField (string): &i_9Wm9vl w8a*`Gzy,=hp]Cx
ThirdField (number): 1753798866
FourthField (number): 1401807770
FifthField (number): 532092929



***************************************
$***************************************


FirstField (string): "#ef('W~:<'Ir8lR!fP.
SecondField (string): G2dY5/3Uxw8xb`_
ThirdField (number): 1845481937
FourthField (number): 149336241
FifthField (number): 513227717



***************************************
$***************************************


FirstField (string): BI>>_|ccm_;$;YC#Q[g7~jH\Q7lX*lN~+M~*
SecondField (string): >GlYm*$FTM<!b#,Cl`5j+60ASzeBP.Zq+
ThirdField (number): 1125291870
FourthField (number): 1986475346
FifthField (number): 274712321



***************************************
$***************************************


FirstField (string): #:
SecondField (string): p^cb5"{Hm)GQ<Jm?
ThirdField (number): 138937100
FourthField (number): 1467358692
FifthField (number): 932861262



***************************************
$***************************************


FirstField (string): *p+Ys+>_oWO:D(`S?3(Gq{T`
SecondField (string): TtlS
ThirdField (number): 1361391479
FourthField (number): 1414966269
FifthField (number): 345965113



***************************************
$***************************************


FirstField (string): `rQ)5v*
SecondField (string): .N63<4hu9(
ThirdField (number): 2008591685
FourthField (number): 150478779
FifthField (number): 532275320



***************************************
$***************************************


FirstField (string): pFY]#}iH#0.&+"/lNV^='~uF[bS&q;f}j::i}
SecondField (string): wbhglJ(?<+!<_x.<
ThirdField (number): 701672895
FourthField (number): 1767778275
FifthField (number): 687603278



***************************************
$***************************************


FirstField (string): Sz./[E=a577#{u(RD.$brq+_C|P)i</1T`z_xeokqTV!cd:i0,buJQo`oMk]t4vx(%M;yH
SecondField (string): Q.67*1OM;!X~^(G>j(2%}>1#_jp]^Ntz[+R4rk[8%/=[E?n.S
ThirdField (number): 2005930423
FourthField (number): 1315832627
FifthField (number): 1196925331



***************************************
$***************************************


FirstField (string): sv5
SecondField (string): 9
ThirdField (number): 1377256339
FourthField (number): 1891904661
FifthField (number): 533222087



***************************************
$***************************************


FirstField (string): lnk0~#`\%QIO.tyj
SecondField (string): 1d &IZYIPbZu9.:5gF
ThirdField (number): 607720924
FourthField (number): 306623565
FifthField (number): 1781962659



***************************************
$***************************************


FirstField (string): sCv.'V^9L1-.=]RqZ)==vG}Mb&> "
SecondField (string): X=bL}'mR2K$"vol:8oqPK!
ThirdField (number): 1109118998
FourthField (number): 1710126431
FifthField (number): 1652691925



***************************************
$***************************************


FirstField (string): Pzzx5fUW&\A7JE[c3|rs+)_CyVH#ILS(T#K-2b
SecondField (string): $5"V4a\Na?iXaQK0>hLHcK,6viwOP"B/ZUH 
ThirdField (number): 33626625
FourthField (number): 1122105893
FifthField (number): 356304918



***************************************
$***************************************


FirstField (string): BHeKrgbYS
SecondField (string): Vz?o?h:fjpqNTcGk4EUVgdGN+Jx$oH\%M
ThirdField (number): 1821316623
FourthField (number): 901968861
FifthField (number): 111820703



***************************************
$***************************************


